1.9469e-09,4.3225e-09,8.2962e-09
3.0948e-08,6.87e-08,1.3179e-07
1.5565e-07,3.4548e-07,6.6245e-07
4.8874e-07,1.0846e-06,2.0787e-06
1.1854e-06,2.6302e-06,5.0386e-06
2.442e-06,5.4175e-06,1.0373e-05
4.4944e-06,9.9692e-06,1.9079e-05
7.6168e-06,1.6893e-05,3.2313e-05
1.212e-05,2.6876e-05,5.1384e-05
1.8351e-05,4.0687e-05,7.775e-05
2.6691e-05,5.9166e-05,0.00011301
3.7551e-05,8.3228e-05,0.00015888
5.1378e-05,0.00011386,0.00021724
6.8647e-05,0.0001521,0.00029006
8.986e-05,0.00019907,0.00037944
0.00011555,0.00025594,0.00048759
0.00014628,0.00032394,0.00061682
0.00018262,0.00040436,0.00076954
0.00022518,0.00049852,0.00094825
0.0002746,0.00060783,0.0011556
0.00033153,0.00073372,0.0013941
0.00039664,0.00087765,0.0016667
0.00047061,0.0010412,0.0019762
0.00055416,0.0012258,0.0023254
0.00064801,0.0014332,0.0027172
0.00075291,0.0016649,0.0031548
0.00086962,0.0019226,0.0036412
0.0009989,0.002208,0.0041794
0.0011415,0.0025229,0.0047727
0.0012983,0.002869,0.0054243
0.0014701,0.0032479,0.0061373
0.0016577,0.0036616,0.0069151
0.0018618,0.0041119,0.0077608
0.0020834,0.0046004,0.008678
0.0023233,0.0051292,0.0096697
0.0025823,0.0057,0.010739
0.0028613,0.0063147,0.011891
0.0031611,0.0069752,0.013126
0.0034827,0.0076833,0.01445
0.0038268,0.0084409,0.015866
0.0041943,0.0092499,0.017376
0.0045862,0.010112,0.018984
0.0050032,0.01103,0.020693
0.0054463,0.012004,0.022508
0.0059163,0.013038,0.02443
0.006414,0.014132,0.026463
0.0069404,0.015289,0.028612
0.0074963,0.01651,0.030878
0.0080825,0.017798,0.033264
0.0086999,0.019154,0.035775
0.0093494,0.02058,0.038413
0.010032,0.022077,0.041182
0.010748,0.023649,0.044084
0.011498,0.025295,0.047122
0.012284,0.027019,0.050299
0.013107,0.028821,0.053618
0.013966,0.030705,0.057083
0.014863,0.03267,0.060695
0.015798,0.034719,0.064457
0.016773,0.036854,0.068373
0.017788,0.039076,0.072444
0.018844,0.041387,0.076674
0.019941,0.043787,0.081064
0.02108,0.04628,0.085618
0.022263,0.048866,0.090336
0.023489,0.051547,0.095223
0.02476,0.054324,0.10028
0.026076,0.057199,0.10551
0.027437,0.060172,0.11091
0.028845,0.063246,0.11649
0.0303,0.066422,0.12225
0.031802,0.0697,0.12818
0.033353,0.073083,0.1343
0.034952,0.076571,0.1406
0.036601,0.080165,0.14709
0.038299,0.083866,0.15376
0.040048,0.087677,0.16062
0.041848,0.091597,0.16766
0.043699,0.095627,0.1749
0.045602,0.099769,0.18233
0.047557,0.10402,0.18995
0.049566,0.10839,0.19776
0.051627,0.11287,0.20577
0.053742,0.11747,0.21397
